mouseReads	humanReads	mouseMT	humanMT	mouseNuclearReads	humanNuclearReads	nuclearMouseHumanRatio	mtMouseHumanRatio	fracMito	totalAlignedReads
1578	30	117	13	1461	17	85.9411764705882	9	0.0808457711442786	1608
1676	39	225	36	1451	3	483.666666666667	6.25	0.152186588921283	1715
157	7991	34	2313	123	5678	0.0216625572384642	0.0146995244271509	0.288046146293569	8148
20	983	0	95	20	888	0.0225225225225225	0	0.094715852442672	1003
196	43862	44	18824	152	25038	0.00607077242591261	0.0023374415639609	0.428253665622588	44058
790	13496	37	3528	753	9968	0.0755417335473515	0.0104875283446712	0.249545009099818	14286
293	1692	105	773	188	919	0.204570184983678	0.135834411384217	0.442317380352645	1985
29332	65	4853	19	24479	46	532.152173913043	255.421052631579	0.165731197060925	29397
59	15466	14	2544	45	12922	0.00348243305989785	0.00550314465408805	0.164766505636071	15525
52	1123	50	876	2	247	0.00809716599190283	0.0570776255707763	0.788085106382979	1175
9	5168	0	1011	9	4157	0.002165022853019	0	0.195286845663512	5177
830	7	159	2	671	5	134.2	79.5	0.192353643966547	837
259	6474	82	4995	177	1479	0.119675456389452	0.0164164164164164	0.754047230060894	6733
3930	57	2456	54	1474	3	491.333333333333	45.4814814814815	0.629546024579885	3987
184	17963	79	2120	105	15843	0.00662753266426813	0.0372641509433962	0.121177054058522	18147
9184	203	2842	166	6342	37	171.405405405405	17.1204819277108	0.32044316608075	9387
622	283456	25	28682	597	254774	0.0023432532362015	0.000871626804267485	0.101053231858856	284078
18230	60	11744	28	6486	32	202.6875	419.428571428571	0.643630399125205	18290
14293	131	2847	29	11446	102	112.21568627451	98.1724137931034	0.199389905712701	14424
107119	1295	20180	250	86939	1045	83.1952153110048	80.72	0.188444296862029	108414
5037	66	2962	56	2075	10	207.5	52.8928571428571	0.591416813639036	5103
448	19976	3	245	445	19731	0.0225533424560337	0.0122448979591837	0.0121425773599687	20424
1567	53	994	41	573	12	47.75	24.2439024390244	0.638888888888889	1620
263	9710	33	5568	230	4142	0.0555287300820859	0.00592672413793103	0.561616364183295	9973
1459	339	643	325	816	14	58.2857142857143	1.97846153846154	0.538375973303671	1798
25	8939	0	6167	25	2772	0.00901875901875902	0	0.68797411869701	8964
308	4020	129	3399	179	621	0.288244766505636	0.0379523389232127	0.815157116451017	4328
11024	208	1730	159	9294	49	189.673469387755	10.8805031446541	0.168180199430199	11232
26	1030	1	892	25	138	0.181159420289855	0.00112107623318386	0.845643939393939	1056
139243	1266	24919	506	114324	760	150.426315789474	49.2470355731225	0.180949263036531	140509
302	456	51	178	251	278	0.902877697841727	0.286516853932584	0.302110817941952	758
123	40887	4	14891	119	25996	0.00457762732728112	0.0002686186287019	0.363204096561814	41010
21205	219	14429	207	6776	12	564.666666666667	69.7053140096618	0.683159073935773	21424
632	55580	63	18259	569	37321	0.0152461080892795	0.00345035325045183	0.325944638155554	56212
1108	56	21	0	1087	56	19.4107142857143	Inf	0.0180412371134021	1164
112	1680	13	1529	99	151	0.655629139072848	0.00850228907782865	0.860491071428571	1792
35	1249	2	808	33	441	0.0748299319727891	0.00247524752475248	0.630841121495327	1284
1508	112	786	68	722	44	16.4090909090909	11.5588235294118	0.52716049382716	1620
34	1542	21	1224	13	318	0.0408805031446541	0.017156862745098	0.78997461928934	1576
498	3301	45	1497	453	1804	0.251108647450111	0.030060120240481	0.405896288496973	3799
48	933	1	626	47	307	0.153094462540717	0.00159744408945687	0.63914373088685	981
66	7568	15	5858	51	1710	0.0298245614035088	0.00256060088767497	0.769321456641341	7634
353	31592	156	10212	197	21380	0.00921421889616464	0.0152761457109283	0.324557833776804	31945
141	13421	44	5241	97	8180	0.0118581907090465	0.00839534439992368	0.38969178587229	13562
6	1931	0	762	6	1169	0.00513259195893926	0	0.393391843056273	1937
937	32	319	11	618	21	29.4285714285714	29	0.340557275541796	969
1550	357	757	333	793	24	33.0416666666667	2.27327327327327	0.571578395385422	1907
222	19831	98	7201	124	12630	0.00981789390340459	0.0136092209415359	0.363985438587742	20053
42	689	4	181	38	508	0.0748031496062992	0.0220994475138122	0.253077975376197	731
329	49733	59	25320	270	24413	0.0110596813173309	0.00233017377567141	0.506951380288442	50062
1463	319	754	168	709	151	4.6953642384106	4.48809523809524	0.517396184062851	1782
23	2209	0	1402	23	807	0.0285006195786865	0	0.628136200716846	2232
133	8739	40	6629	93	2110	0.0440758293838863	0.00603409262332177	0.751690712353472	8872
18168	112	7075	56	11093	56	198.089285714286	126.339285714286	0.390098468271335	18280
176	9486	97	6417	79	3069	0.0257412838057999	0.015116097865046	0.67418753881184	9662
5992	51	4074	35	1918	16	119.875	116.4	0.679960284626841	6043
19224	96	3360	57	15864	39	406.769230769231	58.9473684210526	0.176863354037267	19320
72	5136	31	2318	41	2818	0.0145493257629524	0.0133735979292494	0.451036866359447	5208
75	14799	6	7500	69	7299	0.00945334977394164	8e-04	0.504638967325534	14874
72	905	5	627	67	278	0.241007194244604	0.00797448165869218	0.646878198567042	977
323	17533	220	9621	103	7912	0.0130182002022245	0.0228666458788068	0.551131272401434	17856
25427	44	8623	16	16804	28	600.142857142857	538.9375	0.339170036512112	25471
2742	88	155	73	2587	15	172.466666666667	2.12328767123288	0.080565371024735	2830
417891	1374	1190	528	416701	846	492.554373522459	2.25378787878788	0.00409764707285368	419265
733	58	30	11	703	47	14.9574468085106	2.72727272727273	0.0518331226295828	791
49	8822	3	4271	46	4551	0.010107668644254	0.000702411613205338	0.481794611655958	8871
20107	125	6722	27	13385	98	136.581632653061	248.962962962963	0.333580466587584	20232
298	2118	3	1445	295	673	0.438335809806835	0.00207612456747405	0.599337748344371	2416
24141	108	3698	28	20443	80	255.5375	132.071428571429	0.153655820858592	24249
32316	238	6384	105	25932	133	194.977443609023	60.8	0.199330343429379	32554
723	130179	308	41975	415	88204	0.00470500204072378	0.00733770101250745	0.32301263540664	130902
14	1293	6	465	8	828	0.00966183574879227	0.0129032258064516	0.360367253251721	1307
131	10444	80	2935	51	7509	0.00679184978026368	0.0272572402044293	0.285106382978723	10575
1493	6447	29	5074	1464	1373	1.06627822286963	0.00571541190382341	0.642695214105793	7940
154	61666	33	18886	121	42780	0.0028284244974287	0.00174732606163296	0.306033646069233	61820
272	44616	64	23283	208	21333	0.00975015234613041	0.00274878666838466	0.520116734984851	44888
42328	311	12547	256	29781	55	541.472727272727	49.01171875	0.300265015596051	42639
68491	650	9235	209	59256	441	134.367346938776	44.1866028708134	0.136590445611142	69141
12037	41	6060	33	5977	8	747.125	183.636363636364	0.504470938897168	12078
360	8577	34	4021	326	4556	0.0715539947322213	0.00845560805769709	0.453731677296632	8937
36	51189	10	23648	26	27541	0.000944047057114847	0.000422868741542625	0.461844802342606	51225
1047	18	102	5	945	13	72.6923076923077	20.4	0.100469483568075	1065
273	70795	159	32819	114	37976	0.00300189593427428	0.00484475456290563	0.464034445882816	71068
84	7010	30	2603	54	4407	0.0122532334921715	0.0115251632731464	0.371158725683676	7094
3844	160	2653	94	1191	66	18.0454545454545	28.2234042553191	0.686063936063936	4004
76	17625	0	7086	76	10539	0.00721131037100294	0	0.400316366306988	17701
79	18915	35	11793	44	7122	0.0061780398764392	0.00296786229118969	0.622722965146889	18994
127175	767	15228	72	111947	695	161.074820143885	211.5	0.119585437151209	127942
3458	113	1196	84	2262	29	78	14.2380952380952	0.358443013161579	3571
93	33225	2	8281	91	24944	0.00364817190506735	0.000241516725033209	0.248604358004682	33318
21037	195	5227	89	15810	106	149.150943396226	58.7303370786517	0.250376789751319	21232
14343	349	6543	193	7800	156	50	33.9015544041451	0.458480805880751	14692
115	8396	26	7182	89	1214	0.0733113673805601	0.00362016151489836	0.84690400657972	8511
229	2449	0	789	229	1660	0.137951807228916	0	0.29462285287528	2678
31195	261	13216	168	17979	93	193.322580645161	78.6666666666667	0.425483214649034	31456
110	31847	35	8663	75	23184	0.00323498964803313	0.00404017084150987	0.272178239509341	31957
10077	94	3383	90	6694	4	1673.5	37.5888888888889	0.341461016615869	10171
744	37	99	30	645	7	92.1428571428571	3.3	0.1651728553137	781
66044	262	10849	77	55195	185	298.351351351351	140.896103896104	0.164781467740476	66306
5204	73	1216	43	3988	30	132.933333333333	28.2790697674419	0.238582527951488	5277
2238	6449	10	3641	2228	2808	0.793447293447293	0.00274649821477616	0.420283181765857	8687
88801	1162	16374	840	72427	322	224.928571428571	19.4928571428571	0.191345330858242	89963
52	3338	2	2397	50	941	0.053134962805526	0.000834376303712975	0.707669616519174	3390
22	1938	22	1642	0	296	0	0.0133982947624848	0.848979591836735	1960
130	16964	77	10735	53	6229	0.00850858885856478	0.0071727992547741	0.632502632502633	17094
254	179	13	45	241	134	1.79850746268657	0.288888888888889	0.133949191685912	433
1263	114	696	47	567	67	8.46268656716418	14.8085106382979	0.539578794480755	1377
871	210	164	16	707	194	3.64432989690722	10.25	0.166512488436633	1081
2151	22	594	8	1557	14	111.214285714286	74.25	0.277036355269213	2173
38	1576	0	257	38	1319	0.0288097043214556	0	0.159231722428748	1614
1958	10989	1093	4299	865	6690	0.129297458893871	0.254245173296115	0.416467135243686	12947
114	6737	14	4463	100	2274	0.0439753737906772	0.00313690342818732	0.653481243614071	6851
3184	7045	1266	3319	1918	3726	0.514761137949544	0.381440192829165	0.448235409130902	10229
19	527	5	57	14	470	0.0297872340425532	0.087719298245614	0.113553113553114	546
88	11718	10	6492	78	5226	0.0149253731343284	0.00154035736290819	0.550736913433847	11806
192	381	43	154	149	227	0.656387665198238	0.279220779220779	0.343804537521815	573
3339	33	539	28	2800	5	560	19.25	0.168149466192171	3372
51444	625	9409	201	42035	424	99.1391509433962	46.8109452736318	0.18456279168027	52069
6	1642	0	408	6	1234	0.00486223662884927	0	0.247572815533981	1648
1883	14	157	2	1726	12	143.833333333333	78.5	0.0838165524512388	1897
61717	251	26089	150	35628	101	352.752475247525	173.926666666667	0.423428221017299	61968
419	37879	39	9622	380	28257	0.0134479951870333	0.00405321139056329	0.252258603582433	38298
5582	18	2765	7	2817	11	256.090909090909	395	0.495	5600
2477	5431	1193	2544	1284	2887	0.444752338067198	0.468946540880503	0.472559433485078	7908
5738	1484	12	1270	5726	214	26.7570093457944	0.0094488188976378	0.1775131542509	7222
34358	84	6058	24	28300	60	471.666666666667	252.416666666667	0.176586725509552	34442
1743	10	1144	5	599	5	119.8	228.8	0.655447803764974	1753
238	34141	96	23168	142	10973	0.0129408548254807	0.00414364640883978	0.67669216672969	34379
13359	31	1505	2	11854	29	408.758620689655	752.5	0.112546676624347	13390
4610	95124	51	19113	4559	76011	0.0599781610556367	0.00266834091979281	0.192151121984479	99734
107	3640	38	2696	69	944	0.0730932203389831	0.0140949554896142	0.729650386976248	3747
91	26655	15	16700	76	9955	0.00763435459568056	0.000898203592814371	0.624953264039483	26746
1559	10	0	2	1559	8	194.875	0	0.00127469725940089	1569
93	32386	20	8871	73	23515	0.00310440144588561	0.00225453725622816	0.273746112872933	32479
106	10249	10	1059	96	9190	0.0104461371055495	0.00944287063267233	0.103235152100435	10355
15	17872	2	10502	13	7370	0.00176390773405699	0.000190439916206437	0.587242131156706	17887
251	55298	65	30559	186	24739	0.00751849306762602	0.00212703295264897	0.55129705305226	55549
253	41640	46	26287	207	15353	0.0134827069628086	0.00174991440636056	0.628577566657914	41893
208	5357	30	3283	178	2074	0.085824493731919	0.00913798355162961	0.595327942497754	5565
139	2125	26	1008	113	1117	0.101163831692032	0.0257936507936508	0.456713780918728	2264
44867	588	8893	390	35974	198	181.686868686869	22.8025641025641	0.204223957760422	45455
293	13593	49	11773	244	1820	0.134065934065934	0.00416206574365073	0.851361083105286	13886
629	7064	10	1414	619	5650	0.109557522123894	0.00707213578500707	0.185103340699337	7693
4219	233	2511	136	1708	97	17.6082474226804	18.4632352941176	0.594564240790656	4452
153	56208	68	2567	85	53641	0.00158460878805391	0.0264900662251656	0.046752186795834	56361
24	1304	4	687	20	617	0.0324149108589951	0.00582241630276565	0.520331325301205	1328
57530	4895	14153	1130	43377	3765	11.5211155378486	12.5247787610619	0.244821786143372	62425
692	63043	90	29186	602	33857	0.0177806657412057	0.00308367025286096	0.459339452420177	63735
663	112	119	35	544	77	7.06493506493506	3.4	0.198709677419355	775
3554	89	1219	82	2335	7	333.571428571429	14.8658536585366	0.357123250068625	3643
162938	823	50855	80	112083	743	150.851951547779	635.6875	0.311032541325468	163761
28437	770	1233	598	27204	172	158.162790697674	2.061872909699	0.0626904509193002	29207
79	18024	1	5075	78	12949	0.00602363116842999	0.000197044334975369	0.280395514555599	18103
342	1105	18	896	324	209	1.55023923444976	0.0200892857142857	0.631651693158258	1447
209	6194	61	4726	148	1468	0.100817438692098	0.012907321201862	0.747618303920037	6403
2275	123772	24	49859	2251	73913	0.0304547237968964	0.00048135742794681	0.395749204661753	126047
53724	2355	17520	1463	36204	892	40.5874439461883	11.9753930280246	0.338504609568644	56079
8559	70	3725	43	4834	27	179.037037037037	86.6279069767442	0.436667052960946	8629
19315	100	4831	44	14484	56	258.642857142857	109.795454545455	0.251094514550605	19415
51	23552	14	12620	37	10932	0.00338455909257227	0.00110935023771791	0.535270940134729	23603
14	4712	0	1719	14	2993	0.00467758102238557	0	0.363732543377063	4726
262	8537	71	5368	191	3169	0.0602713789839066	0.0132265275707899	0.618138424821002	8799
170953	1480	18940	90	152013	1390	109.361870503597	210.444444444444	0.110361705705984	172433
295	50670	0	23820	295	26850	0.0109869646182495	0	0.4673795742176	50965
90	81920	12	28001	78	53919	0.00144661436599343	0.000428556122995607	0.341580295085965	82010
14	11559	0	6825	14	4734	0.00295732995352767	0	0.589734727382701	11573
3160	107	2030	73	1130	34	33.2352941176471	27.8082191780822	0.643709825528007	3267
114	15809	7	12788	107	3021	0.0354187355180404	0.000547388176415389	0.803554606543993	15923
8	1550	0	268	8	1282	0.0062402496099844	0	0.17201540436457	1558
27	1349	16	965	11	384	0.0286458333333333	0.016580310880829	0.712936046511628	1376
613	251276	7	45251	606	206025	0.00294139060793593	0.000154692713973172	0.179674380381835	251889
39297	437	13150	114	26147	323	80.9504643962848	115.350877192982	0.333819902350632	39734
1312	56166	336	39356	976	16810	0.0580606781677573	0.00853745299319036	0.69055986638366	57478
170	11789	86	8304	84	3485	0.024103299856528	0.0103564547206166	0.701563675892633	11959
2406	37	307	33	2099	4	524.75	9.3030303030303	0.139173147769136	2443
10751	112	3732	42	7019	70	100.271428571429	88.8571428571429	0.347417840375587	10863
118	14320	4	5233	114	9087	0.0125453945196434	0.000764379896808714	0.362723368887658	14438
31052	132	8881	57	22171	75	295.613333333333	155.80701754386	0.286621344279118	31184
201	25253	72	5357	129	19896	0.00648371531966224	0.0134403584095576	0.213286713286713	25454
338	21442	15	7684	323	13758	0.0234772496002326	0.00195210827693909	0.353489439853076	21780
19	578	0	169	19	409	0.0464547677261614	0	0.283082077051926	597
9464	75423	308	33377	9156	42046	0.217761499310279	0.00922791143601881	0.3968216570264	84887
14917	96	7500	63	7417	33	224.757575757576	119.047619047619	0.503763405048958	15013
191	14595	44	4278	147	10317	0.0142483280023263	0.0102851799906498	0.292303530366563	14786
172	9038	15	6026	157	3012	0.052124833997344	0.00248921340856289	0.655917480998914	9210
622	59672	22	55510	600	4162	0.144161460836136	0.000396324986488921	0.921020333698212	60294
35	2489	26	941	9	1548	0.00581395348837209	0.0276301806588735	0.383122028526149	2524
10800	37389	6935	8037	3865	29352	0.131677568819842	0.862884160756501	0.310693311751645	48189
5849	100	2387	49	3462	51	67.8823529411765	48.7142857142857	0.409480584972264	5949
817	1052	34	705	783	347	2.25648414985591	0.0482269503546099	0.395398608881755	1869
35	1923	0	1340	35	583	0.0600343053173242	0	0.684371807967314	1958
6	1054	2	301	4	753	0.00531208499335989	0.00664451827242525	0.285849056603774	1060
25131	245	7375	204	17756	41	433.073170731707	36.1519607843137	0.298668032786885	25376
143	283	2	104	141	179	0.787709497206704	0.0192307692307692	0.248826291079812	426
1087	16	54	11	1033	5	206.6	4.90909090909091	0.0589301903898459	1103
3960	129225	51	34052	3909	95173	0.0410725731037164	0.00149770938564548	0.256057363817247	133185
291	5568	2	4390	289	1178	0.245331069609508	0.000455580865603645	0.749615975422427	5859
1327	12928	1004	9981	323	2947	0.109602986087547	0.100591123133955	0.770606804629954	14255
224	10543	50	571	174	9972	0.0174488567990373	0.0875656742556918	0.0576762329339649	10767
75	1829	54	1278	21	551	0.0381125226860254	0.0422535211267606	0.699579831932773	1904
9659	2951	4693	2140	4966	811	6.1233045622688	2.19299065420561	0.541871530531324	12610
103	5564	0	270	103	5294	0.0194559879108425	0	0.0476442562202223	5667
8351	58	4512	26	3839	32	119.96875	173.538461538462	0.539659888215008	8409
54	5707	2	4690	52	1017	0.0511307767944936	0.000426439232409382	0.814441937163687	5761
285	17618	22	10240	263	7378	0.0356465166711846	0.0021484375	0.573200022342624	17903
54	1384	1	1202	53	182	0.291208791208791	0.000831946755407654	0.836578581363004	1438
8508	156	3940	120	4568	36	126.888888888889	32.8333333333333	0.468605724838412	8664
20	2465	4	1733	16	732	0.0218579234972678	0.00230813618003462	0.698993963782696	2485
9259	114	617	61	8642	53	163.056603773585	10.1147540983607	0.0723354315587325	9373
8815	14	2218	0	6597	14	471.214285714286	Inf	0.251217578434704	8829
151	37773	0	14249	151	23524	0.00641897636456385	0	0.375725134479485	37924
622	8550	18	6187	604	2363	0.255607278882776	0.00290932600614191	0.676515481901439	9172
602	81047	148	22218	454	58829	0.00771728229274677	0.00666126564047169	0.273928645788681	81649
338	14816	114	4158	224	10658	0.0210170763745543	0.0274170274170274	0.281905767454138	15154
308	1986	123	1336	185	650	0.284615384615385	0.0920658682634731	0.636006974716652	2294
830	235858	228	106629	602	129229	0.00465839710900804	0.00213825507132206	0.451467755019266	236688
850	68925	83	13217	767	55708	0.0137682200043082	0.0062797911780283	0.190612683625941	69775
2360	3	707	0	1653	3	551	Inf	0.299195937367753	2363
5917	444	3594	429	2323	15	154.866666666667	8.37762237762238	0.6324477283446	6361
20	1097	3	231	17	866	0.0196304849884527	0.012987012987013	0.209489704565801	1117
820	12063	58	5585	762	6478	0.117628897807965	0.0103849597135184	0.438019094931305	12883
133	30532	9	24372	124	6160	0.0201298701298701	0.000369276218611521	0.795075819338008	30665
563	145	69	23	494	122	4.04918032786885	3	0.129943502824859	708
74	5959	11	4403	63	1556	0.0404884318766067	0.00249829661594367	0.731642632189624	6033
1515	14	34	10	1481	4	370.25	3.4	0.0287769784172662	1529
468	72962	91	32715	377	40247	0.00936715780058141	0.0027815986550512	0.446765627127877	73430
281	34105	143	23697	138	10408	0.0132590315142198	0.00603451913744356	0.693305414994475	34386
15	1284	12	1102	3	182	0.0164835164835165	0.0108892921960073	0.857582755966128	1299
157	23634	68	12356	89	11278	0.00789147011881539	0.00550339915830366	0.52221428271195	23791
4150	11	1837	6	2313	5	462.6	306.166666666667	0.442922374429224	4161
84	14514	26	4500	58	10014	0.00579189135210705	0.00577777777777778	0.310042471571448	14598
1040	54856	299	23900	741	30956	0.0239372011887841	0.012510460251046	0.432929011020467	55896
655	22877	71	11304	584	11573	0.0504622828998531	0.00628096249115357	0.48338432772395	23532
15976	35	4684	14	11292	21	537.714285714286	334.571428571429	0.293423271500843	16011
10090	81	4922	69	5168	12	430.666666666667	71.3333333333333	0.49070887818307	10171
38	2358	25	1912	13	446	0.0291479820627803	0.0130753138075314	0.808430717863105	2396
559	1344	0	1036	559	308	1.81493506493506	0	0.544403573305307	1903
105098	3189	19119	1961	85979	1228	70.0154723127036	9.74961754207037	0.194667873336596	108287
8	929	0	809	8	120	0.0666666666666667	0	0.863393810032017	937
29	6750	4	1221	25	5529	0.00452161331162959	0.00327600327600328	0.180705118749078	6779
94	2485	1	682	93	1803	0.0515806988352745	0.00146627565982405	0.264831329972858	2579
116	16664	61	5283	55	11381	0.00483261576311396	0.0115464698088207	0.318474374255066	16780
2811	39	559	11	2252	28	80.4285714285714	50.8181818181818	0.2	2850
922	9	136	6	786	3	262	22.6666666666667	0.152524167561762	931
149982	668	30987	157	118995	511	232.866927592955	197.369426751592	0.206730833056754	150650
852	33	249	8	603	25	24.12	31.125	0.290395480225989	885
32	2006	5	1019	27	987	0.027355623100304	0.00490677134445535	0.502453385672228	2038
10	2058	0	1621	10	437	0.022883295194508	0	0.78384912959381	2068
33	2924	8	1442	25	1482	0.0168690958164642	0.00554785020804438	0.490361853229625	2957
1651	30	544	9	1107	21	52.7142857142857	60.4444444444444	0.328970850684117	1681
275	4120	149	2887	126	1233	0.102189781021898	0.0516106685140284	0.690784982935154	4395
5796	28	1812	23	3984	5	796.8	78.7826086956522	0.315075549450549	5824
406	2980	24	1998	382	982	0.389002036659878	0.012012012012012	0.597164796219728	3386
1612	15	490	9	1122	6	187	54.4444444444444	0.306699446834665	1627
51	18461	18	13389	33	5072	0.00650630914826498	0.00134438718350885	0.724232929991357	18512
310	19674	87	13829	223	5845	0.0381522668947819	0.0062911273410948	0.696357085668535	19984
969	150	142	30	827	120	6.89166666666667	4.73333333333333	0.153708668453977	1119
3500	74	55	55	3445	19	181.315789473684	1	0.0307778399552322	3574
305	13626	187	4078	118	9548	0.0123586091328027	0.0458558116723884	0.306151747900366	13931
223	8632	100	3511	123	5121	0.0240187463386057	0.0284819139846198	0.407792207792208	8855
148	56874	85	22113	63	34761	0.00181237593855183	0.00384389273278162	0.389288344849356	57022
12	891	2	149	10	742	0.0134770889487871	0.0134228187919463	0.167220376522702	903
114	11011	3	9317	111	1694	0.0655253837072019	0.000321992057529248	0.837752808988764	11125
142	66477	35	27326	107	39151	0.00273300809685576	0.00128083144258216	0.410708656689533	66619
17558	67	6651	46	10907	21	519.380952380952	144.586956521739	0.379971631205674	17625
10	1129	8	822	2	307	0.00651465798045603	0.0097323600973236	0.728709394205443	1139
187	15623	28	12025	159	3598	0.0441912173429683	0.00232848232848233	0.762365591397849	15810
58	3149	0	2533	58	616	0.0941558441558442	0	0.789834736513876	3207
1230	192	146	69	1084	123	8.8130081300813	2.11594202898551	0.151195499296765	1422
253	6057	118	5190	135	867	0.155709342560554	0.0227360308285164	0.841204437400951	6310
66082	540	7247	190	58835	350	168.1	38.1421052631579	0.111629791960614	66622
907	130125	169	58095	738	72030	0.0102457309454394	0.00290902831568982	0.444654740826668	131032
1747	4	1110	2	637	2	318.5	555	0.635065676756139	1751
1350	181	0	37	1350	144	9.375	0	0.0241672109732201	1531
4263	27681	102	15791	4161	11890	0.349957947855341	0.00645937559369261	0.497526922113699	31944
2268	97	1388	95	880	2	440	14.6105263157895	0.627061310782241	2365
2483	24	1364	18	1119	6	186.5	75.7777777777778	0.551256481850818	2507
56	2504	20	1945	36	559	0.0644007155635063	0.0102827763496144	0.767578125	2560
314	68368	52	38081	262	30287	0.00865057615478588	0.00136551035949686	0.555210972307155	68682
362	18672	36	1417	326	17255	0.0188930744711678	0.0254057868736768	0.0763370810129242	19034
16	3529	0	592	16	2937	0.00544773578481444	0	0.166995768688293	3545
17	6846	1	3200	16	3646	0.00438837081733406	0.0003125	0.466414104618971	6863
413	13894	134	9586	279	4308	0.0647632311977716	0.0139787189651575	0.67938771230866	14307
7	3084	0	2414	7	670	0.0104477611940299	0	0.78097703008735	3091
8513	164	5337	88	3176	76	41.7894736842105	60.6477272727273	0.625216088509854	8677
789	156	264	133	525	23	22.8260869565217	1.98496240601504	0.42010582010582	945
61	1988	17	1766	44	222	0.198198198198198	0.00962627406568516	0.870180575890678	2049
157	1997	75	650	82	1347	0.0608760207869339	0.115384615384615	0.336583101207057	2154
3153	552	1993	416	1160	136	8.52941176470588	4.79086538461539	0.650202429149798	3705
255	139496	37	21110	218	118386	0.00184143395333908	0.00175272382756987	0.151319131884566	139751
114	40426	34	25194	80	15232	0.00525210084033613	0.00134952766531714	0.622298963986186	40540
154	14138	2	1913	152	12225	0.0124335378323108	0.00104547830632514	0.133991043940666	14292
92	879	9	485	83	394	0.210659898477157	0.0185567010309278	0.50875386199794	971
345	67711	65	17237	280	50474	0.00554741054800491	0.00377095782328711	0.25423180909839	68056
220	99161	53	18213	167	80948	0.00206305282403518	0.0029100093339922	0.183797707811352	99381
15	1136	0	934	15	202	0.0742574257425743	0	0.811468288444831	1151
7	5416	2	4070	5	1346	0.0037147102526003	0.000491400491400491	0.750875898948921	5423
284	13177	0	8292	284	4885	0.0581371545547595	0	0.61600178292846	13461
5147	7979	2840	5314	2307	2665	0.865666041275797	0.53443733534061	0.621209812585708	13126
416	51802	199	24161	217	27641	0.00785065663326218	0.00823641405570961	0.466505802596806	52218
105	7353	37	4254	68	3099	0.0219425621168119	0.00869769628584861	0.575355323142934	7458
12806	78	4478	22	8328	56	148.714285714286	203.545454545455	0.349270412915244	12884
838	13	8	7	830	6	138.333333333333	1.14285714285714	0.0176263219741481	851
1809	11355	7	9227	1802	2128	0.846804511278195	0.000758643112604313	0.701458523245214	13164
0	5068	0	2460	0	2608	0	0	0.485398579321231	5068
8463	87444	75	10664	8388	76780	0.109247199791612	0.00703300825206302	0.111973057232527	95907
37	2569	10	1229	27	1340	0.0201492537313433	0.0081366965012205	0.47544128933231	2606
75	863	17	680	58	183	0.316939890710383	0.025	0.743070362473348	938
642	7	190	3	452	4	113	63.3333333333333	0.297380585516179	649
127	7575	53	2684	74	4891	0.015129830300552	0.0197466467958271	0.355362243573098	7702
105332	457	14136	79	91196	378	241.259259259259	178.936708860759	0.134371248428476	105789
3542	78876	45	22224	3497	56652	0.0617277412977477	0.00202483801295896	0.27019583100779	82418
117	1029	69	760	48	269	0.178438661710037	0.0907894736842105	0.723385689354276	1146
2661	10	1454	5	1207	5	241.4	290.8	0.54623736428304	2671
240	10691	3	7361	237	3330	0.0711711711711712	0.000407553321559571	0.673680358613119	10931
20	2980	0	1642	20	1338	0.0149476831091181	0	0.547333333333333	3000
848	233438	154	64552	694	168886	0.00410928081664555	0.00238567356549758	0.27618380953194	234286
4503	71	499	8	4004	63	63.5555555555556	62.375	0.110843900306078	4574
3	831	0	296	3	535	0.00560747663551402	0	0.354916067146283	834
34	1016	0	713	34	303	0.112211221122112	0	0.679047619047619	1050
2073	31	1490	30	583	1	583	49.6666666666667	0.722433460076046	2104
37	929	11	601	26	328	0.0792682926829268	0.0183028286189684	0.633540372670807	966
657	45492	139	22093	518	23399	0.0221376981922304	0.00629158557009007	0.48174391644456	46149
18487	8674	3478	5782	15009	2892	5.18983402489627	0.601521964718091	0.340930009940724	27161
128	19681	42	10513	86	9168	0.0093804537521815	0.00399505374298488	0.532838608713211	19809
216	3165	26	2574	190	591	0.321489001692047	0.0101010101010101	0.769003253475303	3381
8633	84	2653	67	5980	17	351.764705882353	39.5970149253731	0.312033956636457	8717
273	146	16	83	257	63	4.07936507936508	0.192771084337349	0.236276849642005	419
135	6919	46	4744	89	2175	0.0409195402298851	0.0096964586846543	0.679047349021832	7054
10	1644	1	380	9	1264	0.00712025316455696	0.00263157894736842	0.230350665054414	1654
1347	68	283	21	1064	47	22.6382978723404	13.4761904761905	0.214840989399293	1415
36768	420	9522	297	27246	123	221.512195121951	32.0606060606061	0.264036786060019	37188
3219	71	83	1	3136	70	44.8	83	0.025531914893617	3290
7	2294	2	1409	5	885	0.00564971751412429	0.0014194464158978	0.613211647109952	2301
63	1659	2	1379	61	280	0.217857142857143	0.00145032632342277	0.801974448315912	1722
3238	15	1415	14	1823	1	1823	101.071428571429	0.439286812173378	3253
27	1460	3	609	24	851	0.0282021151586369	0.00492610837438424	0.411566913248151	1487
34	4716	0	2446	34	2270	0.0149779735682819	0	0.514947368421053	4750
29	1667	3	1406	26	261	0.0996168582375479	0.00213371266002845	0.830778301886792	1696
22238	170	4645	104	17593	66	266.560606060606	44.6634615384615	0.21193323812924	22408
328	131	73	24	255	107	2.38317757009346	3.04166666666667	0.211328976034858	459
